accession	phylum	checkm2_completeness	checkm2_contamination
GB_GCA_032229685.1	Pseudomonadota	100.0	1.65
RS_GCF_019219825.1	Actinomycetota	99.99	0.34
GB_GCA_036845225.1	Actinomycetota	96.43	0.06
RS_GCF_003390325.1	Bacteroidota_A	98.06	0.07
RS_GCF_900156315.1	Actinomycetota	100.0	0.86
RS_GCF_031456535.1	Bacteroidota	99.98	0.78
RS_GCF_000332175.1	Cyanobacteriota	99.7	0.02
RS_GCF_005930495.1	Actinomycetota	100.0	0.99
GB_GCA_035273165.1	Gemmatimonadota	90.32	5.33
RS_GCF_001720135.1	Pseudomonadota	86.32	0.76
RS_GCF_000771405.1	Actinomycetota	99.96	0.11
RS_GCF_018131065.1	Pseudomonadota	100.0	0.3
GB_GCA_964195455.1	Bacteroidota	100.0	1.24
GB_GCA_035936615.1	Pseudomonadota	91.67	1.94
GB_GCA_035304405.1	Bacteroidota	88.9	0.06
GB_GCA_947039055.1	Chrysiogenota	93.29	0.2
GB_GCA_015062655.1	Actinomycetota	98.71	0.97
GB_GCA_014874265.1	Actinomycetota	97.37	0.58
GB_GCA_016705235.1	Chloroflexota	94.28	2.49
GB_GCA_944323645.1	Campylobacterota	99.99	0.09
GB_GCA_014859305.1	Actinomycetota	98.14	0.9
GB_GCA_963639575.1	Bacteroidota	90.77	0.06
GB_GCA_017622505.1	Bacillota	90.85	1.47
GB_GCA_040378245.1	Pseudomonadota	99.35	0.13
RS_GCF_964026455.1	Pseudomonadota	99.98	0.66
RS_GCF_036568665.1	Bacteroidota	100.0	2.78
RS_GCF_014207135.1	Bacteroidota	100.0	0.64
RS_GCF_020521555.1	Pseudomonadota	100.0	0.38
RS_GCF_000744375.1	Bacillota	100.0	2.31
RS_GCF_900698945.1	Pseudomonadota	99.21	0.03
RS_GCF_025941625.1	Pseudomonadota	100.0	2.08
GB_GCA_037368805.1	Bacillota	96.75	0.61
GB_GCA_001604135.1	Bacillota	99.25	2.2
GB_GCA_038226475.1	Pseudomonadota	89.4	0.05
GB_GCA_023231425.1	Desulfobacterota	96.2	2.53
GB_GCA_022799115.1	Bacillota	99.99	0.25
GB_GCA_902780565.1	Bacillota	97.11	3.4
GB_GCA_035553855.1	Actinomycetota	90.98	1.57
GB_GCA_011052285.1	Pseudomonadota	92.01	1.23
GB_GCA_947624575.1	Bacillota	98.7	4.82
GB_GCA_028875055.1	Chloroflexota	98.43	3.67
GB_GCA_012960305.1	Pseudomonadota	97.3	0.28
RS_GCF_009569385.1	Actinomycetota	100.0	0.56
RS_GCF_963676815.1	Bacteroidota	100.0	1.3
RS_GCF_036116635.1	Actinomycetota	100.0	1.47
RS_GCF_029392015.1	Actinomycetota	99.22	0.14
RS_GCF_003057965.1	Thermodesulfobiota	99.99	0.05
GB_GCA_038210215.1	Pseudomonadota	97.03	0.76
GB_GCA_020850595.1	Chloroflexota	99.13	9.58
RS_GCF_003971065.1	Pseudomonadota	100.0	0.05
GB_GCA_000517005.1	Pseudomonadota	99.98	6.03
RS_GCF_000264945.2	Pseudomonadota	100.0	0.57
RS_GCF_029953595.1	Pseudomonadota	100.0	0.11
RS_GCF_041432365.1	Bacillota	99.99	0.06
RS_GCF_039542925.1	Actinomycetota	97.5	1.54
RS_GCF_009876115.1	Actinomycetota	99.84	0.55
RS_GCF_017589465.1	Pseudomonadota	99.99	0.41
GB_GCA_002256395.1	Bacteroidota	99.98	7.13
GB_GCA_934148535.1	Bacillota	93.54	0.55
GB_GCA_946628415.1	Bacillota	97.42	0.03
GB_GCA_041815985.1	Bacteroidota	92.64	0.01
GB_GCA_027038385.1	Thermotogota	94.27	0.95
GB_GCA_947493695.1	Pseudomonadota	99.86	1.3
GB_GCA_963926495.1	Actinomycetota	83.07	4.01
RS_GCF_947654275.1	Bacillota	93.26	0.13
GB_GCA_023459055.1	Fibrobacterota	93.78	4.46
RS_GCF_040981165.1	Actinomycetota	100.0	0.44
RS_GCF_006738645.1	Pseudomonadota	98.11	1.16
RS_GCF_000252445.1	Deinococcota	99.92	0.28
GB_GCA_020353055.1	WOR-3	96.86	1.75
GB_GCA_934486455.1	Bacillota	92.14	0.04
RS_GCF_016745505.1	Actinomycetota	100.0	0.02
RS_GCF_000497755.1	Pseudomonadota	99.95	0.28
RS_GCF_000224335.1	Bacteroidota	99.98	0.89
RS_GCF_000878135.1	Actinomycetota	99.99	0.75
GB_GCA_021733645.1	Pseudomonadota	99.17	0.84
GB_GCA_009838915.1	Chloroflexota	95.16	1.78
GB_GCA_000987045.1	Bacillota	100.0	6.05
GB_GCA_036567685.1	Verrucomicrobiota	91.05	6.6
GB_GCA_945879145.1	Bacteroidota	92.91	0.0
GB_GCA_022446825.1	Planctomycetota	94.01	0.65
GB_GCA_031270725.1	Bacillota	93.57	1.29
GB_GCA_019115785.1	Bacillota	85.93	2.56
GB_GCA_024639085.1	Bacteroidota_A	88.74	0.31
RS_GCF_003477995.1	Bacteroidota	99.68	0.08
RS_GCF_003055625.1	Bacteroidota	100.0	0.06
GB_GCA_020344755.1	Gemmatimonadota	93.64	0.29
RS_GCF_022808915.1	Desulfobacterota_I	96.84	0.25
GB_GCA_026967495.1	Pseudomonadota	99.69	9.79
RS_GCF_025947305.1	Bacteroidota	100.0	0.01
RS_GCF_020176795.1	Actinomycetota	99.99	1.57
RS_GCF_018397995.1	Actinomycetota	98.21	0.87
GB_GCA_015065425.1	Bacillota	95.06	0.62
GB_GCA_015056925.1	Bacillota	96.64	1.8
GB_GCA_937877515.1	Spirochaetota	89.51	4.46
GB_GCA_020025875.1	Pseudomonadota	98.06	0.12
GB_GCA_913774955.1	Pseudomonadota	100.0	0.12
GB_GCA_029571025.1	Myxococcota	97.57	3.68
GB_GCA_963557775.1	Bacillota	99.93	2.5
GB_GCA_036679405.1	Bacillota	95.94	1.52
GB_GCA_030424865.1	Pseudomonadota	99.98	0.72
GB_GCA_028727605.1	Bacillota	88.98	1.08
GB_GCA_905236305.1	Bacillota	78.03	2.17
GB_GCA_024691325.1	Bacillota	98.43	3.35
GB_GCA_024235175.1	Pseudomonadota	99.99	0.9
GB_GCA_015075645.1	Pseudomonadota	98.85	0.4
GB_GCA_020630065.1	Actinomycetota	95.43	0.35
GB_GCA_024640135.1	Acidobacteriota	98.32	1.0
RS_GCF_032678585.1	Bacteroidota	100.0	0.25
RS_GCF_019720735.1	Bacillota	94.99	0.52
RS_GCF_963666665.1	Desulfobacterota_I	100.0	0.39
RS_GCF_018889955.1	Actinomycetota	99.93	0.72
RS_GCF_001730315.1	Bacillota	99.97	0.25
RS_GCF_003501885.1	Actinomycetota	100.0	0.0
GB_GCA_900543625.1	Bacillota	99.29	0.5
RS_GCF_001646655.1	Actinomycetota	100.0	0.07
RS_GCF_003991875.1	Actinomycetota	100.0	0.17
GB_GCA_030263635.1	Chloroflexota	97.41	0.56
GB_GCA_017452885.1	Pseudomonadota	96.89	0.31
GB_GCA_030152585.1	Bacillota	81.19	0.94
GB_GCA_009929795.1	Desulfobacterota_I	96.41	0.32
GB_GCA_037968475.1	Bacteroidota	97.73	0.85
GB_GCA_014238205.1	Planctomycetota	95.08	1.65
GB_GCA_944385095.1	Bacillota	98.89	1.94
GB_GCA_018710785.1	Bacillota	98.33	0.59
GB_GCA_019421385.1	Bacillota	96.33	0.71
GB_GCA_035715345.1	Gemmatimonadota	81.65	1.74
GB_GCA_904501815.1	Bacillota	79.89	2.86
RS_GCF_004296535.1	Pseudomonadota	80.68	0.12
RS_GCF_001931755.2	Pseudomonadota	99.08	0.48
GB_GCA_035296965.1	Planctomycetota	92.87	5.64
RS_GCF_019656455.1	Pseudomonadota	100.0	0.38
RS_GCF_900240385.1	Bacillota	97.7	0.0
RS_GCF_005502465.1	Pseudomonadota	100.0	0.04
RS_GCF_016464295.1	Actinomycetota	100.0	0.08
RS_GCF_040094025.1	Bacillota	99.99	0.15
RS_GCF_019331695.1	Actinomycetota	99.12	0.82
RS_GCF_947501425.1	Bacteroidota	99.98	0.02
GB_GCA_937875395.1	Armatimonadota	99.41	1.22
GB_GCA_015487495.1	Pseudomonadota	93.83	2.03
GB_GCA_028688755.1	Pseudomonadota	91.22	3.46
GB_GCA_002238865.1	Gemmatimonadota	97.53	1.02
GB_GCA_014763615.1	Bacteroidota	100.0	0.14
GB_GCA_902765855.1	Bacillota	99.99	1.57
GB_GCA_003142915.1	Bacteroidota_A	99.48	6.26
GB_GCA_002346475.1	Acidobacteriota	95.68	2.79
RS_GCF_947090785.1	Pseudomonadota	100.0	0.82
RS_GCF_018101145.1	Bacillota	99.99	0.28
GB_GCA_900547725.1	Bacillota	93.59	0.4
RS_GCF_000759975.1	Cyanobacteriota	100.0	0.11
RS_GCF_022758295.1	Pseudomonadota	99.86	0.01
RS_GCF_039545435.1	Bacillota	100.0	2.13
RS_GCF_017301615.1	Bacillota	100.0	0.81
GB_GCA_024694965.1	Bacillota	88.24	4.11
GB_GCA_947254895.1	Bacillota	94.45	0.45
GB_GCA_905197955.1	Verrucomicrobiota	99.74	1.47
GB_GCA_947164965.1	Bacteroidota	93.27	2.0
GB_GCA_028712355.1	Chloroflexota	95.95	1.02
GB_GCA_016235775.1	Pseudomonadota	92.98	5.61
GB_GCA_963523055.1	Bacillota	100.0	1.37
GB_GCA_030447415.1	Chloroflexota	86.17	6.21
GB_GCA_025935195.1	Chloroflexota	87.62	3.55
RS_GCF_964019805.1	Pseudomonadota	99.28	0.06
RS_GCF_036061255.1	Actinomycetota	94.33	0.0
RS_GCF_036323475.1	Bacillota	97.21	0.68
GB_GCA_039768565.1	Verrucomicrobiota	96.09	1.15
GB_GCA_022826025.1	Gemmatimonadota	92.29	5.77
RS_GCF_028548475.1	Pseudomonadota	99.99	0.0
RS_GCF_030053425.1	Pseudomonadota	100.0	0.09
RS_GCF_022760965.1	Pseudomonadota	100.0	0.1
RS_GCF_014196765.1	Pseudomonadota	100.0	0.59
RS_GCF_030815145.1	Pseudomonadota	100.0	0.77
RS_GCF_000764025.1	Pseudomonadota	98.81	0.09
GB_GCA_018918185.1	Bacillota	98.43	1.62
RS_GCF_000092505.1	Bacillota	99.99	1.68
RS_GCF_013761175.1	Actinomycetota	100.0	4.9
RS_GCF_004770045.1	Spirochaetota	99.98	0.4
GB_GCA_017522345.1	Bacillota	93.83	2.03
GB_GCA_016218365.1	Pseudomonadota	97.16	0.0
GB_GCA_016712355.1	Cyanobacteriota	98.12	0.97
GB_GCA_018781585.1	Pseudomonadota	98.69	0.35
GB_GCA_016711435.1	Bacteroidota	88.26	7.0
GB_GCA_024277525.1	WOR-3	96.47	0.62
GB_GCA_016781085.1	Actinomycetota	89.44	0.96
GB_GCA_902790495.1	Bacillota	94.54	4.51
GB_GCA_037141255.1	Actinomycetota	85.3	1.14
GB_GCA_041687255.1	Bacteroidota	100.0	0.36
GB_GCA_033762415.1	Pseudomonadota	100.0	0.1
RS_GCF_033977145.1	Pseudomonadota	100.0	0.71
RS_GCF_000019345.1	Bacillota	97.77	0.06
RS_GCF_003391095.1	Actinomycetota	100.0	0.8
GB_GCA_038320345.1	Bacteroidota	99.96	0.07
RS_GCF_000270285.1	Actinomycetota	99.99	0.46
RS_GCF_001767395.1	Actinomycetota	100.0	0.1
GB_GCA_036519195.1	Acidobacteriota	94.55	8.39
GB_GCA_900113995.1	Bacillota	99.17	0.46
GB_GCA_039666315.1	Chloroflexota	96.47	5.03
RS_GCF_003594875.1	Actinomycetota	100.0	2.24
RS_GCF_001422405.1	Pseudomonadota	100.0	1.03
RS_GCF_014640075.1	Pseudomonadota	100.0	1.57
RS_GCF_016862635.1	Actinomycetota	99.98	2.88
RS_GCF_040409695.1	Bacteroidota_A	86.81	1.72
GB_GCA_015234525.1	Bacteroidota	99.0	0.04
RS_GCF_017302315.1	Pseudomonadota	95.05	2.96
GB_GCA_022013685.1	Chloroflexota	99.56	5.33
GB_GCA_026954325.1	Acidobacteriota	99.17	3.25
GB_GCA_937997955.1	Bacillota	97.33	4.71
GB_GCA_015478895.1	Pseudomonadota	99.99	0.23
RS_GCF_038396765.1	Bacteroidota	99.32	0.82
RS_GCF_001308265.1	Pseudomonadota	99.9	0.03
RS_GCF_023283845.1	Pseudomonadota	100.0	0.12
RS_GCF_023072595.1	Actinomycetota	100.0	0.0
RS_GCF_016907255.1	Actinomycetota	99.97	0.01
RS_GCF_004025325.1	Pseudomonadota	99.98	0.05
RS_GCF_002157585.1	Bacillota	99.96	0.6
GB_GCA_947630925.1	Bacillota	93.52	0.18
GB_GCA_016708305.1	Bacteroidota	90.19	3.17
GB_GCA_014239555.1	Actinomycetota	95.6	2.69
GB_GCA_016793445.1	Pseudomonadota	99.96	0.24
GB_GCA_021323605.1	Chloroflexota	88.77	2.99
GB_GCA_038116935.1	Pseudomonadota	99.69	0.72
GB_GCA_038231815.1	Planctomycetota	90.91	0.98
GB_GCA_900546425.1	Actinomycetota	90.05	1.28
RS_GCF_028735875.1	Bacillota	99.99	0.35
RS_GCF_018502625.1	Pseudomonadota	100.0	0.03
GB_GCA_031400185.1	Desulfobacterota_B	100.0	2.49
GB_GCA_036275055.1	Acidobacteriota	100.0	3.61
GB_GCA_037658235.1	Pseudomonadota	100.0	0.44
RS_GCF_004770475.1	Spirochaetota	99.96	0.54
RS_GCF_040932435.1	Pseudomonadota	100.0	0.17
RS_GCF_001465875.1	Pseudomonadota	100.0	0.16
RS_GCF_031296935.1	Verrucomicrobiota	97.56	0.49
RS_GCF_900110675.1	Bacillota	98.57	0.45
RS_GCF_003862485.1	Bacillota	97.86	0.21
GB_GCA_008012315.1	Pseudomonadota	100.0	3.71
GB_GCA_039808865.1	Pseudomonadota	93.04	2.44
GB_GCA_943372655.1	Pseudomonadota	99.39	1.79
GB_GCA_016715365.1	Bacteroidota	97.0	0.44
GB_GCA_937883785.1	Cyanobacteriota	99.99	0.44
GB_GCA_025358295.1	Pseudomonadota	97.54	2.57
RS_GCF_938015785.1	Campylobacterota	99.87	2.23
GB_GCA_035308165.1	Acidobacteriota	98.39	0.05
GB_GCA_020439925.1	Verrucomicrobiota	93.14	0.49
GB_GCA_026983675.1	Pseudomonadota	99.8	1.13
GB_GCA_038329675.1	Pseudomonadota	84.17	1.23
GB_GCA_934590355.1	Bacillota	96.8	0.08
GB_GCA_035637895.1	Myxococcota	95.74	2.62
GB_GCA_022340515.1	Desulfobacterota	87.49	2.12
GB_GCA_950068325.1	Marinisomatota	79.25	5.03
RS_GCF_001046895.1	Actinomycetota	99.99	0.09
RS_GCF_001854125.1	Pseudomonadota	99.92	0.0
RS_GCF_020447105.2	Actinomycetota	99.99	0.15
RS_GCF_002005205.3	Pseudomonadota	100.0	1.15
GB_GCA_031394145.1	Pseudomonadota	90.96	2.67
RS_GCF_030269685.1	Actinomycetota	98.28	0.08
RS_GCF_000621845.1	Bacillota	98.05	0.61
RS_GCF_014982855.1	Bacillota	98.36	0.61
RS_GCF_004361065.1	Pseudomonadota	100.0	1.52
RS_GCF_014982975.1	Bacillota	99.79	0.64
GB_GCA_034111085.1	Pseudomonadota	87.0	0.76
RS_GCF_023806485.1	Chloroflexota	99.93	2.03
GB_GCA_910575665.1	Bacillota	97.98	1.53
GB_GCA_963652365.1	Fibrobacterota	99.74	0.54
GB_GCA_963605745.1	Bacillota	98.44	0.45
GB_GCA_902577765.1	Pseudomonadota	90.53	0.01
GB_GCA_002317385.1	Bacteroidota	89.61	2.14
GB_GCA_019186825.1	Acidobacteriota	95.43	0.79
GB_GCA_003249935.1	Bacteroidota	97.48	1.65
GB_GCA_031365725.1	Actinomycetota	98.32	2.07
GB_GCA_035559435.1	Zixibacteria	100.0	0.75
GB_GCA_030684645.1	Bacteroidota	99.42	3.27
GB_GCA_035270785.1	Bacillota	100.0	0.68
GB_GCA_033762895.1	Acidobacteriota	94.78	2.39
GB_GCA_002439165.1	Bacteroidota	99.92	0.35
GB_GCA_946539455.1	Bacteroidota	86.31	2.35
RS_GCF_001645125.1	Pseudomonadota	100.0	0.13
RS_GCF_000189535.1	Actinomycetota	99.99	0.13
RS_GCF_001718315.1	Pseudomonadota	100.0	0.0
GB_GCA_016901755.1	Bacillota	99.51	2.03
GB_GCA_027486695.1	Bacteroidota	92.6	0.51
GB_GCA_031422115.1	Cyanobacteriota	99.97	7.53
GB_GCA_964221845.1	Bacteroidota	99.01	0.08
GB_GCA_963555775.2	Acidobacteriota	98.41	0.53
RS_GCF_021845525.1	Nitrospinota	98.25	0.33
RS_GCF_000948415.1	Pseudomonadota	100.0	0.05
RS_GCF_000373745.1	Pseudomonadota	100.0	1.73
GB_GCA_017645245.1	Bacteroidota	90.95	2.27
GB_GCA_017937065.1	Bacillota	99.73	0.07
GB_GCA_024693285.1	Bacteroidota	92.82	5.48
GB_GCA_003246365.1	Bacillota	87.37	6.47
GB_GCA_963694315.1	Chloroflexota	92.8	1.77
GB_GCA_030040965.1	Acidobacteriota	93.61	1.57
GB_GCA_012735435.1	Bacillota	82.7	1.62
GB_GCA_022510815.1	Bacillota	95.24	2.07
GB_GCA_017459565.1	Bacillota	99.6	1.24
GB_GCA_023411645.1	Bacillota	96.21	1.68
GB_GCA_036561505.1	Actinomycetota	88.65	3.07
GB_GCA_902479195.1	Actinomycetota	90.43	0.46
RS_GCF_000507245.1	Spirochaetota	99.79	0.53
RS_GCF_000403135.1	Bacteroidota	99.99	0.03
RS_GCF_013423485.1	Pseudomonadota	100.0	3.25
GB_GCA_019419545.1	Actinomycetota	99.91	0.58
GB_GCA_003558065.1	Verrucomicrobiota	97.08	1.31
GB_GCA_034722775.1	Campylobacterota	93.35	0.77
GB_GCA_017394925.1	Synergistota	91.51	2.69
GB_GCA_015222555.1	Desulfobacterota	94.65	1.54
GB_GCA_020853885.1	Pseudomonadota	96.03	0.02
GB_GCA_001512555.1	Bacillota	98.53	1.64
GB_GCA_019695305.1	UBA10199	95.61	0.3
RS_GCF_901827155.1	Pseudomonadota	100.0	3.5
RS_GCF_003096635.1	Bacillota	99.85	0.19
RS_GCF_012927165.1	Pseudomonadota	100.0	1.73
RS_GCF_900635815.1	Pseudomonadota	99.99	1.04
RS_GCF_019654915.1	Pseudomonadota	100.0	1.15
RS_GCF_036543075.1	Deinococcota	99.86	0.47
GB_GCA_963653545.1	Actinomycetota	99.71	0.53
GB_GCA_900769075.1	Bacillota	94.85	3.64
GB_GCA_910585795.1	Bacillota	95.58	0.26
GB_GCA_902616245.1	Pseudomonadota	95.91	0.06
GB_GCA_021815645.1	Actinomycetota	86.54	0.81
GB_GCA_017413025.1	Pseudomonadota	96.51	1.02
GB_GCA_937988865.1	Actinomycetota	97.26	3.9
RS_GCF_005937185.1	Bacteroidota	99.91	0.02
RS_GCF_003312915.1	Bacteroidota	100.0	0.0
GB_GCA_963662445.1	Desulfobacterota	100.0	2.44
GB_GCA_949289575.1	Spirochaetota	97.76	0.23
RS_GCF_027891095.1	Pseudomonadota	99.98	0.2
GB_GCA_900762555.1	Pseudomonadota	99.13	0.55
RS_GCF_001427795.1	Actinomycetota	100.0	0.12
RS_GCF_014837045.1	Actinomycetota	99.99	0.07
RS_GCF_023168145.1	Bacillota	99.95	0.78
GB_GCA_039810885.1	Bacteroidota	99.14	0.04
RS_GCF_001043005.1	Pseudomonadota	100.0	2.96
RS_GCF_025751495.1	Pseudomonadota	99.99	0.01
GB_GCA_039039985.1	Pseudomonadota	96.83	2.86
GB_GCA_947626515.1	Bacillota	95.58	2.5
GB_GCA_028287305.1	Gemmatimonadota	100.0	3.0
GB_GCA_013298075.1	Bacteroidota	97.88	1.1
GB_GCA_038141705.1	Pseudomonadota	92.61	3.41
GB_GCA_038237145.1	Actinomycetota	93.66	1.4
GB_GCA_030648395.1	Nitrospirota	92.17	2.64
GB_GCA_036490515.1	Myxococcota	93.67	0.37
GB_GCA_030427145.1	Pseudomonadota	97.69	0.35
GB_GCA_905372155.1	Actinomycetota	99.99	0.33
GB_GCA_030853345.1	Actinomycetota	95.63	0.51
GB_GCA_958351385.1	Actinomycetota	91.89	0.52
GB_GCA_016935315.1	Planctomycetota	95.28	1.73
GB_GCA_036499725.1	Myxococcota	92.59	1.71
GB_GCA_903820085.1	Bacteroidota_A	100.0	0.56
GB_GCA_041742595.1	Armatimonadota	98.22	0.88
RS_GCF_024584705.1	Planctomycetota	99.61	0.41
GB_GCA_036258055.1	Acidobacteriota	99.54	5.47
RS_GCF_031458395.1	Actinomycetota	99.04	3.54
RS_GCF_948329515.1	Bacillota	100.0	0.7
GB_GCA_036946415.1	Pseudomonadota	80.67	1.08
RS_GCF_030077865.1	Bacillota	92.04	0.29
RS_GCF_009867135.1	Pseudomonadota	100.0	0.03
RS_GCF_002855515.1	Pseudomonadota	99.94	0.19
RS_GCF_900631945.1	Pseudomonadota	100.0	0.06
RS_GCF_013391765.2	Pseudomonadota	100.0	0.2
GB_GCA_030526355.1	Bacillota	99.08	0.89
GB_GCA_031261165.1	Bacteroidota	96.5	3.65
GB_GCA_947501005.1	Pseudomonadota	100.0	0.03
GB_GCA_913063055.1	Cyanobacteriota	91.63	4.43
GB_GCA_023423335.1	Bacillota	99.63	5.7
GB_GCA_030426545.1	Pseudomonadota	97.85	0.95
RS_GCF_037041345.1	Bacillota	98.98	0.17
RS_GCF_006094695.1	Actinomycetota	100.0	0.44
RS_GCF_028595265.1	Pseudomonadota	100.0	0.05
RS_GCF_030284385.1	Pseudomonadota	99.99	0.04
RS_GCF_034356035.1	Bacillota	98.69	0.59
RS_GCF_000152745.1	Pseudomonadota	100.0	1.16
RS_GCF_001700505.1	Actinomycetota	99.96	0.0
RS_GCF_002980575.1	Bacteroidota	99.98	0.32
RS_GCF_002000245.1	Bacteroidota	100.0	0.21
GB_GCA_009469585.1	Pseudomonadota	100.0	0.01
RS_GCF_030362935.1	Pseudomonadota	99.99	0.0
RS_GCF_027923585.1	Bacillota	99.71	0.55
RS_GCF_000613865.1	Pseudomonadota	92.1	3.62
GB_GCA_903789535.1	Actinomycetota	93.08	0.14
GB_GCA_937873575.1	Pseudomonadota	94.8	6.65
GB_GCA_031270065.1	Bacteroidota	98.63	4.17
GB_GCA_034439975.1	Pseudomonadota	98.32	3.49
GB_GCA_017396005.1	Desulfobacterota_I	85.61	0.01
GB_GCA_035294245.1	Pseudomonadota	97.51	4.56
GB_GCA_013626165.1	Omnitrophota	98.22	0.13
GB_GCA_018823135.1	Desulfobacterota	95.33	1.97
RS_GCF_947499065.1	Bacteroidota	99.99	0.26
GB_GCA_945919795.1	Bacillota	100.0	1.01
RS_GCF_031274715.1	Pseudomonadota	99.49	2.11
RS_GCF_019857185.1	Pseudomonadota	99.99	0.09
GB_GCA_039810605.1	Bacteroidota_A	96.5	0.43
RS_GCF_001187435.1	Actinomycetota	98.89	0.72
RS_GCF_039531755.1	Actinomycetota	100.0	0.62
RS_GCF_018070025.1	Actinomycetota	100.0	1.48
RS_GCF_030161115.1	Pseudomonadota	100.0	1.66
RS_GCF_003258365.1	Bacteroidota	99.96	1.03
GB_GCA_038042405.1	Pseudomonadota	95.67	1.41
GB_GCA_910587735.1	Bacillota	91.59	0.81
GB_GCA_963588595.1	Actinomycetota	98.85	0.13
GB_GCA_031414535.1	Gemmatimonadota	98.41	1.89
GB_GCA_003058495.1	Pseudomonadota	99.12	0.27
RS_GCF_938039205.1	Campylobacterota	99.98	7.09
GB_GCA_013815685.1	Pseudomonadota	99.96	1.99
GB_GCA_017616895.1	Bacteroidota	88.24	0.54
GB_GCA_007123885.1	Bacteroidota	93.96	2.47
GB_GCA_944388165.1	Bacillota	93.99	3.26
GB_GCA_028284465.1	Pseudomonadota	96.76	0.16
RS_GCF_001753165.1	Pseudomonadota	99.99	0.54
RS_GCF_021117365.1	Actinomycetota	99.72	0.29
RS_GCF_007290395.2	Pseudomonadota	100.0	0.24
GB_GCA_030602225.1	Bacillota	96.78	1.01
RS_GCF_030211955.1	Actinomycetota	99.99	0.2
RS_GCF_000364625.1	Pseudomonadota	100.0	0.06
RS_GCF_001424645.1	Actinomycetota	100.0	0.88
RS_GCF_036281795.1	Pseudomonadota	99.99	0.23
RS_GCF_002902405.1	Bacillota	100.0	0.06
GB_GCA_963669405.1	Bacteroidota	99.63	0.0
GB_GCA_041615815.1	Gemmatimonadota	95.73	0.33
GB_GCA_964259225.1	Bacillota	100.0	1.19
RS_GCF_000585415.1	Pseudomonadota	99.99	0.22
GB_GCA_002394685.1	Spirochaetota	94.68	1.11
RS_GCF_900102315.1	Pseudomonadota	99.99	0.16
GB_GCA_028291885.1	Pseudomonadota	91.49	3.39
GB_GCA_003402285.1	Pseudomonadota	100.0	0.04
GB_GCA_019415985.1	Bacillota	82.84	2.32
GB_GCA_011389575.1	Desulfobacterota	83.09	0.79
GB_GCA_019912845.1	Electryoneota	92.38	0.29
GB_GCA_947174365.1	Bacillota	99.67	0.61
RS_GCF_009708005.2	Actinomycetota	99.99	0.25
RS_GCF_000021685.1	Chloroflexota	99.97	0.37
RS_GCF_024171695.1	Actinomycetota	99.99	1.35
RS_GCF_030687715.1	Pseudomonadota	100.0	0.07
RS_GCF_009668025.1	Bacteroidota	99.94	0.53
RS_GCF_000685865.1	Bacillota	100.0	0.13
RS_GCF_000317595.1	Actinomycetota	99.96	0.29
RS_GCF_900116435.1	Pseudomonadota	100.0	0.35
RS_GCF_014196495.1	Pseudomonadota	100.0	0.24
RS_GCF_003944715.1	Bacteroidota	100.0	0.59
RS_GCF_040459645.1	Bacillota	100.0	0.35
GB_GCA_016820535.1	Actinomycetota	99.99	0.24
RS_GCF_018364065.1	Bacillota	98.22	0.24
GB_GCA_018266315.1	Chloroflexota	90.81	2.21
GB_GCA_030649935.1	Actinomycetota	99.95	0.29
GB_GCA_014803415.1	Bacillota	97.42	9.01
GB_GCA_016789905.1	Acidobacteriota	99.13	3.55
RS_GCF_027056685.1	Campylobacterota	91.95	4.79
GB_GCA_035513655.1	Planctomycetota	90.9	3.41
GB_GCA_947178105.1	Bacillota	95.6	8.26
RS_GCF_000006685.1	Chlamydiota	99.87	0.11
RS_GCF_032918005.1	Pseudomonadota	100.0	0.04
RS_GCF_014268885.2	Pseudomonadota	100.0	0.36
RS_GCF_030294945.1	Actinomycetota	100.0	0.82
RS_GCF_014202935.1	Pseudomonadota	99.97	0.2
RS_GCF_001661965.1	Pseudomonadota	100.0	1.31
RS_GCF_015594925.2	Pseudomonadota	99.95	0.32
RS_GCF_018139625.1	Actinomycetota	100.0	1.8
RS_GCF_003044445.1	Pseudomonadota	100.0	0.0
RS_GCF_003217575.1	Pseudomonadota	100.0	0.02
GB_GCA_035308765.1	Pseudomonadota	94.79	1.31
GB_GCA_011049115.1	Desulfobacterota	97.42	0.0
GB_GCA_016933195.1	Chloroflexota	92.3	5.14
GB_GCA_947259735.1	Nitrospirota	99.85	3.49
GB_GCA_029935295.1	Desulfobacterota	92.06	0.66
GB_GCA_012730075.1	Actinomycetota	93.14	4.36
GB_GCA_023954195.1	Pseudomonadota	99.39	0.31
GB_GCA_031282525.1	Elusimicrobiota	84.44	0.0
GB_GCA_963638555.1	Bacillota	96.84	0.68
RS_GCF_004102025.1	Actinomycetota	99.99	0.85
RS_GCF_014395225.1	Bacteroidota	99.99	0.05
GB_GCA_947458145.1	Pseudomonadota	96.43	0.23
RS_GCF_006538345.1	Pseudomonadota	100.0	0.97
RS_GCF_003131205.1	Acidobacteriota	100.0	2.42
GB_GCA_030706785.1	Bacteroidota	97.12	6.51
GB_GCA_028289375.1	Planctomycetota	99.27	1.46
RS_GCF_002879855.1	Pseudomonadota	100.0	0.03
RS_GCF_003385595.1	Bacteroidota	99.99	0.05
RS_GCF_014202295.1	Spirochaetota	96.61	0.18
RS_GCF_016652235.1	Bacteroidota	99.95	0.55
GB_GCA_018816525.1	Elusimicrobiota	98.55	1.25
