accession	order	checkm2_completeness	checkm2_contamination
RS_GCF_029338515.1	Halobacteriales	97.17	4.2
GB_GCA_017540825.1	Methanomassiliicoccales	95.55	3.12
GB_GCA_029688825.1	Halobacteriales	100.0	3.32
GB_GCA_040290255.1	PSMU01	91.27	1.09
GB_GCA_038831005.1	Sulfolobales	99.51	0.19
RS_GCF_963665055.1	Methanobacteriales	99.95	2.45
RS_GCF_017940815.1	Methanobacteriales	99.87	0.37
GB_GCA_029907755.1	Methanomethylicales	95.85	0.41
GB_GCA_026396415.1	Anstonellales	92.35	1.85
RS_GCF_037645885.1	Halobacteriales	99.92	2.17
GB_GCA_937872085.1	UBA10834	84.61	2.75
RS_GCF_031624315.1	Halobacteriales	99.99	2.35
GB_GCA_020793565.1	Methanosarcinales	94.44	3.45
GB_GCA_021821785.1	UBA184	91.07	0.19
RS_GCF_036802725.1	Methanosarcinales	96.09	0.04
GB_GCA_040751795.1	UBA10834	92.92	1.15
GB_GCA_938083005.1	Sulfolobales	83.44	0.77
GB_GCA_025930495.1	Nitrososphaerales	99.18	0.29
GB_GCA_027067785.1	Sulfolobales	81.18	0.17
GB_GCA_027006785.1	WALJ01	90.03	0.57
GB_GCA_038897035.1	Bathyarchaeales	100.0	0.82
GB_GCA_030740765.1	JASLWR01	93.73	1.81
GB_GCA_029335875.2	Sulfolobales	95.31	0.18
GB_GCA_003702525.1	Nitrososphaerales	88.56	0.31
GB_GCA_016928155.1	Woesearchaeales	99.7	0.47
RS_GCF_003201675.2	Sulfolobales	100.0	0.47
GB_GCA_003650785.1	Thermofilales	93.31	1.84
GB_GCA_002495055.1	Methanomicrobiales	91.27	3.76
RS_GCF_001017125.1	Methanomicrobiales	99.97	0.33
RS_GCF_024298905.1	Halobacteriales	99.98	4.33
GB_GCA_024707015.1	Culexarchaeales	99.41	1.51
RS_GCF_009741825.1	Halobacteriales	78.65	0.46
GB_GCA_023411115.1	Methanobacteriales	99.33	1.56
RS_GCF_000337095.1	Halobacteriales	99.98	3.0
RS_GCF_024362485.1	Halobacteriales	99.02	1.23
GB_GCA_021325135.1	JACQPN01	94.43	5.57
GB_GCA_015662475.1	Sulfolobales	82.45	0.2
RS_GCF_029338275.1	Halobacteriales	99.73	0.64
GB_GCA_015523545.1	Geothermarchaeales	89.95	0.2
RS_GCF_002252755.1	Halobacteriales	100.0	1.98
RS_GCF_000025285.1	Archaeoglobales	99.94	0.08
GB_GCA_009840065.1	Nitrososphaerales	99.51	0.0
GB_GCA_003601775.1	TCS64	92.72	2.06
RS_GCF_024495425.1	Halobacteriales	99.99	2.52
GB_GCA_031316115.1	Nitrososphaerales	98.79	0.11
GB_GCA_037140755.1	Bog-38	78.55	0.0
RS_GCF_020618475.1	Halobacteriales	99.99	9.51
GB_GCA_041694885.1	Anstonellales	93.56	0.07
GB_GCA_000008085.1	Nanobdellales	98.72	0.38
RS_GCF_037442045.1	Thermoplasmatales	97.12	0.05
RS_GCF_017468685.1	Methanobacteriales	96.1	2.02
RS_GCF_013342145.1	Halobacteriales	99.12	2.02
GB_GCA_035175045.1	Sulfolobales	98.78	0.5
GB_GCA_014361295.1	Methanomassiliicoccales	99.82	3.71
GB_GCA_021325595.1	Nitrososphaerales	99.48	0.47
RS_GCF_000144915.1	Sulfolobales	99.96	0.39
GB_GCA_005878485.1	RBG-16-68-12	84.41	2.87
GB_GCA_038152885.1	Nitrososphaerales	95.42	0.26
GB_GCA_029258925.1	EX4484-217-1	98.4	0.52
RS_GCF_013377755.1	Methanomicrobiales	99.33	0.19
GB_GCA_003555025.1	Methanomassiliicoccales	97.38	0.22
GB_GCA_022823825.1	Nitrososphaerales	89.64	0.01
GB_GCA_017608575.1	Iainarchaeales	89.51	0.13
GB_GCA_035319845.1	Korarchaeales	94.46	1.77
GB_GCA_002878135.1	Aciduliprofundales	91.41	1.31
GB_GCA_021513695.1	Heimdallarchaeales	93.14	2.53
RS_GCF_946463545.1	Methanococcales	99.33	1.22
RS_GCF_003336245.1	Halobacteriales	99.93	0.93
GB_GCA_023249105.1	Methanosarcinales	99.74	1.31
GB_GCA_002011235.1	Archaeoglobales	99.74	3.89
RS_GCF_009674625.1	Halobacteriales	94.43	0.57
GB_GCA_020724545.1	Methanosarcinales	99.96	5.44
GB_GCA_021161685.1	DHVEG-1	87.86	0.1
RS_GCF_002505485.1	Methanosarcinales	99.95	0.52
RS_GCF_013760955.1	Methanococcales	99.69	0.14
GB_GCA_035935655.1	40CM-2-53-6	95.83	4.5
GB_GCA_938083505.1	Caldarchaeales	98.49	0.15
GB_GCA_026413605.1	Nezhaarchaeales	95.56	1.13
GB_GCA_030595665.1	Methanomicrobiales	90.95	0.01
RS_GCF_036307625.1	Methanobacteriales	93.08	0.66
GB_GCA_022545895.1	Nitrososphaerales	93.91	2.44
RS_GCF_002214165.1	Micrarchaeales	96.52	0.4
RS_GCF_003430825.1	Halobacteriales	99.98	1.2
GB_GCA_024860875.1	Nitrososphaerales	91.56	0.22
GB_GCA_030041355.1	Nitrososphaerales	88.47	3.77
GB_GCA_002507245.1	Bathyarchaeales	99.13	1.48
RS_GCF_000193375.1	Thermoproteales	99.92	0.34
RS_GCF_000337515.1	Halobacteriales	99.34	0.37
GB_GCA_002011395.1	Aciduliprofundales	80.47	0.12
GB_GCA_015521705.1	Sulfolobales	82.36	0.34
GB_GCA_004376645.1	Bathyarchaeales	94.7	0.44
RS_GCF_000337615.1	Halobacteriales	99.0	0.16
GB_GCA_023265395.1	JAHFTX01	88.7	1.7
RS_GCF_000710615.1	Halobacteriales	99.97	0.83
GB_GCA_029259055.1	UBA202	91.75	0.43
RS_GCF_017352155.2	Halobacteriales	99.81	1.7
RS_GCF_000336715.1	Halobacteriales	97.44	1.12
RS_GCF_001402945.1	Thermoplasmatales	99.26	1.07
GB_GCA_015520115.1	Archaeoglobales	90.69	0.33
GB_GCA_023898345.1	Woesearchaeales	94.35	0.75
RS_GCF_002498315.1	Methanomicrobiales	99.65	0.92
GB_GCA_002495315.1	Nitrososphaerales	89.19	1.88
GB_GCA_032155045.1	Nitrososphaerales	95.88	0.67
GB_GCA_021799185.1	Thermoplasmatales	83.24	1.49
GB_GCA_003009755.1	SW-10-69-26	95.01	2.19
RS_GCF_006546655.1	Methanosarcinales	99.99	0.25
GB_GCA_003315655.1	Methanobacteriales	86.62	0.14
RS_GCF_900103505.1	Halobacteriales	99.89	1.33
GB_GCA_028867755.1	Nitrososphaerales	99.95	0.59
GB_GCA_030041535.1	Nitrososphaerales	99.86	0.38
GB_GCA_017553445.1	Methanobacteriales	91.21	2.72
GB_GCA_018396865.1	TCS64	96.96	3.24
GB_GCA_000200715.1	Nitrososphaerales	99.91	0.43
RS_GCF_004765805.1	Halobacteriales	99.99	5.61
GB_GCA_041479945.1	EX4484-205	91.3	0.34
GB_GCA_035505975.1	Methanomicrobiales	91.08	0.33
GB_GCA_028867035.1	Nitrososphaerales	99.9	5.59
GB_GCA_951812645.1	Nitrososphaerales	99.64	8.79
GB_GCA_026985525.1	Archaeoglobales	95.25	0.04
GB_GCA_020696395.1	UBA10834	85.93	2.77
GB_GCA_028279805.1	Iainarchaeales	93.73	0.61
GB_GCA_963635855.1	Methanomassiliicoccales	98.74	0.45
GB_GCA_902386555.1	Anstonellales	88.06	1.24
GB_GCA_020341775.1	Bathyarchaeales	85.85	3.33
RS_GCF_024298845.1	Halobacteriales	99.94	0.43
GB_GCA_018396705.1	Bathyarchaeales	96.72	2.07
RS_GCF_004310395.1	Methanococcales	99.67	0.04
GB_GCA_963665475.1	Nitrososphaerales	97.08	0.75
GB_GCA_034006575.1	Methanosarcinales	81.88	0.2
RS_GCF_002945325.1	Methanococcales	99.46	0.23
GB_GCA_963662625.1	Nitrososphaerales	99.51	0.32
GB_GCA_022848835.1	RBG-16-68-12	94.2	3.26
RS_GCF_003814835.1	Methanobacteriales	99.98	0.2
GB_GCA_034928305.1	Methanomassiliicoccales	98.94	0.14
RS_GCF_001488575.1	Halobacteriales	99.81	0.46
GB_GCA_019058365.1	Sigynarchaeales	100.0	6.57
GB_GCA_016932245.1	DHVEG-1	88.25	5.45
GB_GCA_021158125.1	Bathyarchaeales	98.4	2.39
RS_GCF_014646875.1	Halobacteriales	99.26	0.3
GB_GCA_009783705.1	Bathyarchaeales	95.78	1.95
GB_GCA_016212505.1	Anstonellales	90.06	0.57
GB_GCA_029879735.1	Bathyarchaeales	91.44	4.97
GB_GCA_019594305.1	Halarchaeoplasmatales	95.65	3.95
GB_GCA_018652685.1	TCS64	94.89	8.66
RS_GCF_030651615.1	Methanomicrobiales	91.85	0.13
GB_GCA_900318035.1	Methanobacteriales	87.97	3.22
GB_GCA_021801925.1	UBA184	94.67	0.02
RS_GCF_030848575.1	Halobacteriales	99.99	0.72
RS_GCF_023093535.1	Halobacteriales	99.21	1.23
GB_GCA_036520175.1	Nitrososphaerales	95.14	0.9
GB_GCA_036380115.1	Nitrososphaerales	97.59	4.1
GB_GCA_035253605.1	Nitrososphaerales	85.43	1.86
GB_GCA_021797555.1	Thermoplasmatales	99.56	0.47
RS_GCF_024494575.1	Halobacteriales	99.86	3.23
GB_GCA_038884455.1	DHVEG-1	97.89	0.42
GB_GCA_002839705.1	Methanobacteriales	98.09	0.24
GB_GCA_964229715.1	Halobacteriales	81.63	0.26
GB_GCA_021199865.1	Methanobacteriales	85.19	0.12
RS_GCF_002287235.1	Methanosarcinales	99.9	1.62
GB_GCA_038870415.1	B24	88.15	3.3
GB_GCA_031177355.1	Nitrososphaerales	96.99	0.97
RS_GCF_000092185.1	Sulfolobales	99.97	0.29
GB_GCA_017519045.1	Methanomassiliicoccales	91.24	1.08
GB_GCA_001717025.1	Methanomethylicales	95.21	1.36
GB_GCA_026014515.1	TCS64	94.54	5.0
GB_GCA_023252335.1	Nitrososphaerales	95.88	0.04
GB_GCA_032250645.1	Methanomicrobiales	83.53	1.29
GB_GCA_021161825.1	Thermofilales	95.99	1.55
GB_GCA_029210805.1	Thorarchaeales	93.01	5.09
RS_GCF_009674585.1	Halobacteriales	95.11	1.29
GB_GCA_030054735.1	Methanosarcinales	99.48	0.03
GB_GCA_039679395.1	Methanomicrobiales	87.45	1.56
RS_GCF_000007305.1	Thermococcales	99.81	0.13
GB_GCA_021817245.1	UBA184	92.86	3.98
RS_GCF_003856835.1	Halobacteriales	99.88	1.12
GB_GCA_038879095.1	Thermoproteales	95.3	0.98
RS_GCF_030127125.1	Halobacteriales	85.87	0.75
GB_GCA_026414245.1	Bathyarchaeales	87.52	1.57
GB_GCA_024276825.1	Thorarchaeales	98.3	1.82
GB_GCA_036557905.1	Nitrososphaerales	85.07	5.59
GB_GCA_028866895.1	Nitrososphaerales	99.66	2.79
RS_GCF_000755245.1	Halobacteriales	95.52	0.51
GB_GCA_019429385.1	Methanosarcinales	100.0	0.35
RS_GCF_032594435.1	Methanosarcinales	80.17	0.0
GB_GCA_013390905.1	Nitrososphaerales	98.52	0.34
GB_GCA_040757675.1	Nitrososphaerales	99.67	0.45
GB_GCA_017885655.1	RBG-16-68-12	94.2	2.99
GB_GCA_023265135.1	Nitrososphaerales	99.96	0.39
GB_GCA_036802965.1	Sulfolobales	86.39	1.36
GB_GCA_002502785.1	Methanotrichales	95.81	1.92
GB_GCA_002503825.1	Methanomicrobiales	99.29	0.46
GB_GCA_038897115.1	Sulfolobales	96.17	2.2
GB_GCA_903884505.1	Fermentimicrarchaeales	100.0	1.87
RS_GCF_026891935.1	Methanomicrobiales	97.42	0.23
RS_GCF_030055425.1	Methanobacteriales	99.78	0.01
RS_GCF_000013725.1	Methanosarcinales	99.89	0.37
RS_GCF_000007225.1	Thermoproteales	99.74	0.17
RS_GCF_000151105.2	Thermococcales	99.83	0.48
RS_GCF_029502005.1	Halobacteriales	99.98	2.29
GB_GCA_018396995.1	Bathyarchaeales	98.53	2.03
RS_GCF_038871235.1	Hadarchaeales	94.75	0.88
RS_GCF_017094485.1	Halobacteriales	99.32	0.22
RS_GCF_004765815.2	Halobacteriales	100.0	4.08
RS_GCF_002498065.1	Methanomicrobiales	95.77	0.54
RS_GCF_013407185.1	Nitrososphaerales	99.76	0.84
GB_GCA_015520265.1	Sulfolobales	96.29	1.57
GB_GCA_963676195.1	Methanosarcinales	99.94	1.51
RS_GCF_000970205.1	Methanosarcinales	99.97	2.02
GB_GCA_018396655.1	Bathyarchaeales	94.38	1.01
GB_GCA_025058535.1	Sulfolobales	94.1	0.55
GB_GCA_035272385.1	UBA184	93.75	5.33
GB_GCA_041305385.1	JAKAKT01	95.05	3.14
GB_GCA_035283065.1	DTKX01	83.5	0.55
GB_GCA_022117465.1	Nitrososphaerales	95.02	0.08
RS_GCF_004297185.1	Methanomicrobiales	98.51	0.5
GB_GCA_038866525.1	Bathyarchaeales	89.34	0.2
GB_GCA_022574415.1	Nitrososphaerales	88.85	0.94
GB_GCA_903877165.1	DHVEG-1	91.63	0.19
RS_GCF_000337455.1	Halobacteriales	99.99	5.3
RS_GCF_000018365.1	Thermococcales	98.89	0.14
RS_GCF_000470655.1	Halobacteriales	99.99	0.54
GB_GCA_963643445.1	Methanomassiliicoccales	99.91	0.01
GB_GCA_003661945.1	Bathyarchaeales	86.07	2.47
GB_GCA_025058595.1	B24	91.57	2.02
RS_GCF_000474235.1	Halobacteriales	89.51	2.42
RS_GCF_001729965.1	Methanobacteriales	99.97	0.21
GB_GCA_009784005.1	Methanosarcinales	93.33	0.0
GB_GCA_001563795.1	Halobacteriales	83.55	5.61
RS_GCF_000195915.1	Thermoplasmatales	99.94	0.52
RS_GCF_024228675.1	Halobacteriales	99.87	4.36
GB_GCA_014727975.1	Anstonellales	88.41	1.01
GB_GCA_002926195.1	Methanosarcinales	92.68	0.0
GB_GCA_938030895.1	Nitrososphaerales	98.66	0.07
GB_GCA_036560565.1	Nitrososphaerales	95.43	1.88
GB_GCA_016207515.1	JACQPN01	98.37	1.81
GB_GCA_035622335.1	Nitrososphaerales	98.71	3.4
GB_GCA_963666555.1	Methanotrichales	98.92	0.87
GB_GCA_026394715.1	Methanomicrobiales	98.18	0.89
RS_GCF_937881195.1	Methanobacteriales	99.84	1.88
GB_GCA_025057955.1	Methanomethylicales	93.78	0.04
GB_GCA_002494725.1	Archaeoglobales	96.5	0.04
GB_GCA_002839675.1	Methanomicrobiales	97.73	1.27
GB_GCA_001800815.1	UBA10834	84.6	0.52
RS_GCF_020614375.1	Halobacteriales	99.94	5.41
RS_GCF_000800805.1	Methanomassiliicoccales	99.96	0.26
RS_GCF_000745485.1	Methanobacteriales	100.0	2.61
RS_GCF_003342675.1	Halobacteriales	99.95	3.74
GB_GCA_028678665.1	Methanomicrobiales	91.02	0.65
GB_GCA_014384555.1	Nitrososphaerales	95.28	2.18
RS_GCF_027008145.1	Thermococcales	91.69	1.8
GB_GCA_024280435.1	Heimdallarchaeales	84.39	3.08
GB_GCA_024689425.1	Methanobacteriales	94.2	0.74
GB_GCA_038824665.1	Sulfolobales	82.87	0.0
RS_GCF_024498195.1	Halobacteriales	99.91	0.41
RS_GCF_025629245.1	Halobacteriales	96.47	0.02
RS_GCF_000151205.2	Thermococcales	99.53	0.1
RS_GCF_030273315.1	Halobacteriales	99.24	0.17
GB_GCA_013415595.1	Methanotrichales	85.72	0.28
GB_GCA_902795935.1	Methanobacteriales	84.31	0.49
RS_GCF_028702905.1	Methanomicrobiales	96.08	1.42
GB_GCA_029907545.1	Bathyarchaeales	97.26	2.06
RS_GCF_902788255.1	Methanobacteriales	99.93	2.23
RS_GCF_035543475.1	Methanomicrobiales	94.65	1.57
GB_GCA_025350175.1	Nitrososphaerales	88.63	6.67
GB_GCA_035454925.1	Nitrososphaerales	93.08	0.01
GB_GCA_021792255.1	Thermoplasmatales	93.55	0.46
GB_GCA_029782475.1	Nitrososphaerales	98.5	0.37
GB_GCA_021371995.1	Methanomicrobiales	98.62	0.43
GB_GCA_038727135.1	Bathyarchaeales	94.7	2.31
RS_GCF_000455345.1	Halobacteriales	99.7	0.47
RS_GCF_017875395.1	Methanococcales	97.21	0.01
GB_GCA_035319575.1	Bathyarchaeales	91.63	5.3
RS_GCF_001719125.1	Sulfolobales	99.99	0.17
GB_GCA_020854815.1	Methanofastidiosales	96.39	0.84
GB_GCA_035458995.1	Nitrososphaerales	94.04	0.62
GB_GCA_038731975.1	Thermofilales	95.12	0.16
GB_GCA_003133625.1	Bathyarchaeales	96.73	2.75
RS_GCF_900880625.1	Halobacteriales	99.99	2.44
RS_GCF_001663375.1	Thermoproteales	94.48	1.33
RS_GCF_000956175.1	Nitrososphaerales	99.88	0.18
RS_GCF_000194625.1	Archaeoglobales	99.99	0.11
GB_GCA_900314605.1	Methanobacteriales	98.95	3.83
GB_GCA_030446015.1	Methanomicrobiales	90.47	1.17
GB_GCA_021792595.1	Thermoplasmatales	85.35	0.07
RS_GCF_000023985.1	Methanococcales	99.87	0.04
GB_GCA_040297625.1	Nitrososphaerales	97.78	0.09
GB_GCA_006954405.1	Methanomassiliicoccales	99.9	0.27
RS_GCF_000234805.1	Thermoproteales	99.97	0.96
RS_GCF_009617975.1	Nanosalinales	99.93	0.64
RS_GCF_025998175.1	Nitrososphaerales	99.95	0.1
RS_GCF_000148385.1	Thermoproteales	99.99	0.34
GB_GCA_037308085.1	Atabeyarchaeales	96.92	5.08
GB_GCA_035274085.1	Nitrososphaerales	85.18	1.22
RS_GCF_014876775.1	Thermofilales	99.95	0.91
GB_GCA_000230955.3	Halobacteriales	99.81	0.09
RS_GCF_003111625.1	Methanobacteriales	99.94	0.89
GB_GCA_027083115.1	Sulfolobales	88.99	1.09
GB_GCA_029850515.1	Nitrososphaerales	99.55	0.13
GB_GCA_009889605.1	Bathyarchaeales	98.72	7.03
